457,21.77,24.65,17.13,10.42,16.57,14.88,21.5,14.62,18.52,12.72,13.92,17.2,18.12,15.54,17.88,20.07,15.7,14.91,13.16,0,11.77,16.19,10.16,24.45,24.6,23.01,25.98,22.86,26.62,23.32,22.91,23.24,21.91,23.93,22.51,24.81,15.4,27.45,13.56,8.15,26.69
452,11.8,22.15,19.44,13.46,19.61,14.88,15.26,8.79,21.17,10.02,11.86,13.95,11.88,15.18,20.93,10.4,18.75,19,15.67,11.7,0,23.04,4.69,20.36,20.52,20.52,23.48,16.62,24.12,20.82,15.08,19.16,15.67,21.44,18.42,22.32,18.44,17.78,19.9,8.2,19.44
418,30.03,39.12,18.83,13.39,15.58,16.59,24.05,21,19.15,17.12,16.59,20.56,24.28,17.37,16.61,28.8,9.58,7.43,11.8,17.44,24.18,0,22.57,36.11,36.26,37.35,40.44,26.5,41.09,37.78,34.81,34.91,25.11,38.4,34.17,39.28,9.4,32.52,7.43,17.54,34.19
190,15.09,25.45,19.41,12.69,18.84,16.98,18.14,11.67,20.79,11.09,12.92,16.05,14.77,17.27,20.16,14.08,17.97,18.23,15.43,10.93,5.28,22.26,0,23.65,23.81,23.81,26.78,19.51,27.42,24.12,18.38,22.45,18.56,24.73,21.71,25.61,17.67,21.07,19.12,7.43,22.74
292,11.67,10.49,20.32,28.49,23.34,25.95,18.21,23.74,22.04,26.97,27.47,23.35,20.4,25.52,24.02,13.85,28.24,31.17,26.09,24.71,20.61,36.16,23.4,0,4.42,6.42,11.82,15.8,12.04,5.25,9.53,4.04,13.67,7.99,5.51,10.65,29.12,8.4,33.16,26.7,5.84
459,11.95,8.03,20.59,28.76,23.62,26.23,18.48,24.01,22.32,27.25,27.75,23.62,20.68,25.8,24.3,14.13,28.52,31.45,26.36,24.99,20.89,36.44,23.67,4.49,0,3.26,9.36,16.07,10,2.79,9.81,4.44,13.94,5.9,5.79,8.19,29.4,10.6,33.44,26.98,8.04
150,13.04,7.02,21.69,28.07,24.71,27.32,19.58,25.11,23.42,26.43,28.26,24.72,21.77,26.89,25.39,15.23,29.61,32.54,27.46,22.85,19.69,36.07,22.47,7.1,4.1,0,8.36,17.17,9,3.58,11.63,6.57,15.04,4.9,7.61,7.19,30.5,13.11,33.44,25.78,10.55
419,16.5,3.98,25.14,32.35,28.16,30.77,23.03,28.56,26.87,30.72,32.3,28.17,25.22,30.34,28.84,18.68,33.07,35.99,30.91,27.13,23.97,40.36,26.76,11.54,9.17,8.61,0,20.62,2.95,6.95,15.77,12.42,18.49,6.05,12.84,4.07,33.95,16.58,37.73,30.06,14.48
248,9.12,18.44,11.03,18.33,12.93,13.39,3.58,9.45,12.17,12.4,12.84,8.71,6.45,12.22,14.25,7.07,18.23,21.16,16.08,22.35,16.5,26.15,18.88,15.2,15.36,16.44,19.77,0,20.41,17.11,13.4,14,2.26,17.73,13.26,18.6,19.12,11.14,23.15,15.92,12.81
196,16.12,3.61,24.76,31.98,27.79,30.4,22.65,28.18,26.49,30.34,31.92,27.79,24.85,29.96,28.47,18.3,32.69,35.62,30.54,26.75,23.6,39.98,26.38,11.16,8.8,8.24,2.2,20.24,0,6.58,15.4,12.04,18.12,5.68,12.46,3.69,33.57,16.2,37.35,29.68,13.76
258,13.62,6.03,22.27,29.06,25.29,27.9,20.16,25.69,23.99,27.42,29.26,25.3,22.35,27.47,25.97,15.8,30.19,33.12,28.04,23.84,20.68,37.07,23.46,5.19,2.82,3.17,7.36,17.75,8,0,11.48,6.07,15.62,3.9,7.46,6.19,31.08,11.3,34.44,26.77,8.74
301,6.83,13.16,19.2,26.21,22.23,23.68,14.46,18.85,20.93,21.72,23.08,18.99,15.52,23.24,22.91,9.27,27.13,30.06,24.98,22.72,14.98,35.05,17.76,9.28,9.44,10.52,14.49,13.54,15.13,11.19,0,8.08,12.56,12.44,7.33,13.32,28.01,10.56,32.05,21.07,8.92
390,9.44,10.71,18.08,26.25,21.1,23.72,15.97,21.5,19.81,24.74,25.24,21.11,18.17,23.28,21.78,11.62,26.01,28.94,23.85,22.48,18.38,33.93,21.16,3.33,3.95,5.08,12.04,13.56,12.68,5.7,7.3,0,11.43,8.82,3.28,10.87,26.89,8.55,30.92,24.47,5.99
423,7.26,16.58,9.72,17.89,12.74,14.86,5.05,10.92,11.45,13.87,14.31,10.19,7.92,13.76,13.42,6.2,17.64,20.57,15.49,21.38,15.54,25.57,17.92,13.34,13.49,14.58,17.91,2.13,18.55,15.24,12.04,12.13,0,15.86,11.4,16.74,18.53,9.28,22.56,15.54,10.94
424,14.82,5.18,23.46,29.84,26.48,29.09,21.35,26.88,25.18,28.2,30.03,26.49,23.54,28.66,27.16,17,31.38,34.31,29.23,24.62,21.46,37.84,24.24,7.88,5.98,5.42,6.5,18.94,7.15,3.76,13.58,9.22,16.81,0,10.32,5.34,32.27,12.79,35.22,27.55,10.23
971,9.23,10.5,17.88,26.05,20.9,23.51,15.77,21.3,19.6,24.53,25.03,20.9,17.96,23.08,21.58,11.41,25.8,28.73,23.65,22.27,18.17,33.72,20.96,5.27,5.42,6.51,11.83,13.35,12.47,7.18,7.09,4.07,11.23,9.78,0,10.66,26.68,8.95,30.72,24.26,7.31
981,15.11,2.98,23.75,30.97,26.78,29.39,21.64,27.17,25.48,29.33,30.91,26.78,23.84,28.96,27.46,17.29,31.68,34.61,29.52,25.74,22.58,38.97,25.37,10.15,7.78,7.22,4.43,19.23,5.07,5.57,14.39,11.03,17.1,4.66,11.45,0,32.56,15.19,36.34,28.68,13.09
982,23.01,32.33,11.8,7.73,9.87,9.63,17.03,13.7,12.12,9.82,9.29,13.27,16.98,10.41,10.54,21.78,1.41,3.81,4.15,14.77,18.19,9.28,16.58,29.09,29.25,30.33,33.66,19.49,34.3,31,27.8,27.89,18.09,31.62,27.15,32.5,0,25.5,5.8,11.38,27.17
983,9.26,14.12,17.82,25.99,20.84,23.45,15.46,21.33,19.54,24.28,24.72,20.6,18.33,23.02,21.52,12.28,25.74,28.67,23.59,26.92,19.1,33.66,21.88,6.25,8.56,10.24,15.39,13.04,14.95,9.39,9.53,6.83,10.92,10.9,7.77,14.28,26.63,0,30.66,25.02,3.42
984,27.08,36.19,15.86,9.48,13.94,13.54,21.1,17.09,16.18,13.2,12.68,16.65,20.37,14.2,14.6,25.85,6.12,3.2,8.34,14.51,20.27,6.64,18.66,33.16,33.31,34.39,37.52,23.55,38.16,34.86,31.86,31.95,22.15,35.47,31.22,36.35,5.94,29.57,0,13.62,31.23
412,17.94,27.69,13.24,6.52,12.67,10.99,15.01,8.31,14.62,6.86,8.69,11.92,11.59,11.64,13.99,14.07,11.8,12.56,9.25,7.77,8.33,16.6,6.72,26.5,26.65,26.06,29.02,16.33,29.67,26.36,21.22,25.3,15.92,26.98,24.56,27.86,11.5,23.92,13.45,0,25.58
311,8.95,14.33,17.5,25.68,20.53,23.14,15.15,21.02,19.23,23.97,24.41,20.28,18.02,22.71,21.21,11.97,25.43,28.36,23.28,27.14,18.78,33.35,21.57,6.46,8.77,10.45,15.6,12.73,15.16,9.6,9.74,7.04,10.6,11.12,7.98,14.49,26.32,4.66,30.35,24.71,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
